"var","rho_pre_mean","rho_pre_sum","rho_train","rho_test","n"
"emp.3313",-0.170063797523979,-0.170063797523979,0.809808263843739,0.418459508923751,104
"emp.3119",0.379925655299691,0.379925655299691,0.534510974829162,0.41705970403785,1074
"emp.101",0.31205996940032,0.31205996940032,0.416264996058165,0.412193075874319,7137
"emp.2131",0.202777134747105,0.202777134747105,0.438390329320206,0.411605645962853,2393
"emp.622",0.332330326083046,0.332330326083046,0.45335298905449,0.410051795073807,2173
"emp.525",0.322776848255586,0.322776848255586,0.486630191086689,0.409963414691185,265
"emp.3311",0.0179228185434679,0.0179228185434679,0.604877915643444,0.409114817086313,184
"emp.5152",0.283471896407904,0.283471896407904,0.615391231681012,0.407495880649954,195
"emp.3259",0.277969455030129,0.277969455030129,0.442594667472298,0.40738388183673,868
"emp.924",0.279908299956607,0.279908299956607,0.460716442362171,0.40202495445871,12332
"emp.3372",0.350016417204967,0.350016417204967,0.504936633042412,0.401497368637983,770
"emp.5413",0.388752329891309,0.388752329891309,0.454402153354477,0.401125420671138,8601
"emp.486",0.382337687063009,0.382337687063009,0.486060172168006,0.400413834291381,728
"emp.1151",0.150758327591408,0.150758327591408,0.390728285854422,0.399309230858955,1839
"emp.3366",0.152543936105255,0.152543936105255,0.41505485137124,0.398452972541828,434
"emp.21",0.127413966114653,0.127413966114653,0.416327109626732,0.398144999500506,5474
"emp.3321",0.194310535283249,0.194310535283249,0.460989480093153,0.3884897031623,782
"emp.3336",0.216744725412766,0.216744725412766,0.527765436027904,0.387976060711178,285
"emp.3211",-0.237965756773196,-0.237965756773196,0.468268693326558,0.386667843666379,876
"emp.3341",-0.014685046449621,-0.014685046449621,0.474504083626091,0.386400912066376,296
"emp.3252",0.0179057472163945,0.0179057472163945,0.518209724886827,0.384707311191302,494
"emp.11",0.226538628761833,0.226538628761833,0.375588662440987,0.383291869131141,7785
"emp.5612",0.26422648159847,0.26422648159847,0.431351538843441,0.380859098348796,1048
"emp.1114",0.196080926006571,0.196080926006571,0.43132585572644,0.379568398878245,2165
"emp.315",0.230975399926303,0.230975399926303,0.346121321138949,0.377680570591039,1017
"emp.3152",0.33586100893062,0.33586100893062,0.544280677764577,0.373371631783865,500
"emp.3212",-0.0414999968764672,-0.0414999968764672,0.477343052798445,0.373232011970093,219
"emp.111",0.247172483663071,0.247172483663071,0.397783787230416,0.371211827803131,8025
"emp.3133",-0.183610167837553,-0.183610167837553,0.476260808585781,0.369706863113561,267
"emp.3312",0.0979363064252576,0.0979363064252576,0.602608745986234,0.369599339771208,292
"emp.1121",0.0455298261424468,0.0455298261424468,0.374133093556092,0.365070792610598,3440
"emp.4882",0.396008708983398,0.396008708983398,0.578323460904047,0.361895977567138,345
"emp.1113",-0.131315102251309,-0.131315102251309,0.432962497576561,0.361290308516988,1070
"emp.3369",0.112382310731399,0.112382310731399,0.591215525829288,0.358992493908356,182
"emp.336",0.295879696811897,0.295879696811897,0.392785712168485,0.358453947736167,3638
"emp.3117",0.0778789352182798,0.0778789352182798,0.438600126288534,0.352312205432821,190
"emp.321",0.198271739964913,0.198271739964913,0.313067018086976,0.351323001243053,5985
"emp.5222",0.315811042279972,0.315811042279972,0.359722054286382,0.351197869256641,6127
"emp.3262",0.0161189226956695,0.0161189226956695,0.435027632566097,0.350072249762109,652
"emp.9221",0.293964786785392,0.293964786785392,0.344348457357108,0.345875709439231,6801
"emp.71",0.245991136992326,0.245991136992326,0.344633042142574,0.344892452451736,6842
"emp.922",0.293964786785392,0.293964786785392,0.346434503834757,0.338843223311567,6801
"emp.1026",0.112463639356278,0.112463639356278,0.332148686757923,0.338551563550237,9344
"emp.483",0.252990144029985,0.252990144029985,0.382929605603897,0.337079148325244,488
"emp.7213",0.104927180578143,0.104927180578143,0.412855981245509,0.330186661730027,437
"emp.3116",0.265366701969505,0.265366701969505,0.342471254367628,0.326747184412824,993
"emp.331",0.121750903405089,0.121750903405089,0.373905124412268,0.324077097431428,1838
"emp.3254",0.231883383715656,0.231883383715656,0.49427553373571,0.323698378425177,759
"emp.61",0.206613711754444,0.206613711754444,0.273369717848141,0.323620707960696,3269
"emp.1153",0.0636786222344574,0.0636786222344574,0.40107678161023,0.320960887668455,357
"emp.115",0.110978796694495,0.110978796694495,0.292584016465162,0.317320489232583,4155
"emp.3363",-0.0360725866246393,-0.0360725866246393,0.329858658052219,0.316967461435895,1497
"emp.62",0.2762581199191,0.2762581199191,0.30181659652457,0.308282258079046,5592
"emp.212",0.120947036449463,0.120947036449463,0.312279828399393,0.305315250800745,1979
"emp.1133",-0.228104042994373,-0.228104042994373,0.318875048210717,0.299203549989459,2002
"emp.1129",0.187590502629861,0.187590502629861,0.333610313809943,0.297392020533423,742
"emp.921",-0.0661311011265525,-0.0661311011265525,0.284123323917245,0.295933166439617,8488
"emp.112",-0.0116051913607415,-0.0116051913607415,0.286175193749029,0.28376014339132,6710
"emp.54",0.205283886443278,0.205283886443278,0.25993745746604,0.279616233835295,10429
"emp.621",0.231091616139876,0.231091616139876,0.287588803565973,0.275753740143474,8451
"emp.9211",-0.0661311011265525,-0.0661311011265525,0.293618135758936,0.275591451142828,8488
"emp.113",-0.206054964002829,-0.206054964002829,0.314637145670262,0.274838043510501,3149
"emp.712",0.232994175719455,0.232994175719455,0.275927305707179,0.269615859609954,2275
"emp.1112",-0.0275490084327302,-0.0275490084327302,0.427779788530337,0.267152848277139,989
"emp.3141",0.185152199642447,0.185152199642447,0.316608388102743,0.259152233628471,542
"emp.927",0.172129818516635,0.172129818516635,0.389609535978238,0.257553045258388,174
"emp.4245",-0.0379637129629829,-0.0379637129629829,0.331383947002356,0.253745126897822,2463
"emp.541",0.205283886443278,0.205283886443278,0.274111357125157,0.24599531513867,10429
"emp.1119",-0.0214339064461172,-0.0214339064461172,0.269752294715977,0.241972008020312,1979
"emp.1152",0.137497471601641,0.137497471601641,0.311595655711654,0.240846624061252,1094
"emp.7132",0.123329680201228,0.123329680201228,0.320875506731534,0.226235405783771,668
"emp.316",0.112284113074959,0.112284113074959,0.378516446221793,0.218002331661124,304
"emp.522",0.161797568048689,0.161797568048689,0.213088369104497,0.214644952482718,13056
"emp.7121",0.232994175719455,0.232994175719455,0.295467968551748,0.211427447330401,2275
"emp.1024",0.115841174776458,0.115841174776458,0.198066029580947,0.203456992869651,10261
"emp.611",0.206613711754444,0.206613711754444,0.3362500491662,0.202761927052071,3269
"emp.7212",0.00873096843007738,0.00873096843007738,0.211761668361496,0.200780053652412,1657
"emp.3169",0.0945159524070026,0.0945159524070026,0.618588506003432,0.199939071778244,115
"emp.3115",0.019077936094126,0.019077936094126,0.44344700845853,0.192612245022383,627
"emp.1023",0.0856921836338408,0.0856921836338408,0.202073080964356,0.192468025035449,11047
"emp.3271",0.0273735804730348,0.0273735804730348,0.433973961158322,0.192215924269284,321
"emp.1025",0.190833942874215,0.190833942874215,0.239199992095239,0.18212843260689,7084
"emp.52",0.120448823524477,0.120448823524477,0.196282579287827,0.180854092864257,12879
"emp.1111",-0.0287889392645205,-0.0287889392645205,0.268252686285864,0.180215030560762,2960
"emp.114",-0.0299546189418198,-0.0299546189418198,0.420335042093855,0.166140254917214,277
"emp.3111",0.0655468338763404,0.0655468338763404,0.445661768219452,0.160060790755245,597
"emp.3362",-0.0274892921972278,-0.0274892921972278,0.340940167875836,0.13824292424758,521
"emp.4862",0.5368383287974,0.5368383287974,0.728823592433321,0.13364181768638,251
"emp.3325",0.150009280618158,0.150009280618158,0.702308481511587,0.131513244167252,152
"emp.9271",0.172129818516635,0.172129818516635,0.466635290041415,0.117377283740768,174
"emp.1132",-0.936825585983378,-0.936825585983378,1,0.116381854523572,12
"emp.3112",0.179396489323289,0.179396489323289,0.579332442903717,-0.0297486930212425,214
